Journal name,Created at,Gender,Demographics,Comment count,Comment quality,Editor experience,Professional status,Verdict,Second verdict,Response time,Time from acceptance to publication,Date of acceptance,Blurb
Political Theory,2015-04-09 04:00:00 UTC,Male,,,,,Other,Rejection,,1.0,,,
Nous,2015-04-08 04:00:00 UTC,,,,,4,Graduate student,Rejection,,3.5,,,
Philosophical Quarterly,2015-04-08 04:00:00 UTC,Male,,2,3,4,Non-tenure track faculty,Rejection,,2.0,,,
Philosophy and Phenomenological Research,2015-04-08 04:00:00 UTC,Male,,,,,Non-tenure track faculty,Rejection,,,,,
Journal of Philosophy,2015-04-08 04:00:00 UTC,Male,,1,1,3,Non-tenure track faculty,Rejection,,16.0,,,
Philosophy and Phenomenological Research,2015-04-07 04:00:00 UTC,Male,Hispanic/Latina/Latino,,,2,Non-tenure track faculty,Rejection,,3.5,,,
Analysis,2015-04-07 04:00:00 UTC,Male,White,,,4,Graduate student,Rejection,,0.25,,,
Bioethics,2015-04-06 04:00:00 UTC,Male,White,2,3,3,Other,Revise and resubmit,Acceptance,6.0,,,
Journal of Political Philosophy,2015-04-06 04:00:00 UTC,Female,,2,3,4,Tenure track faculty,Revise and resubmit,Acceptance,1.5,,,
Journal of Value Inquiry,2015-04-06 04:00:00 UTC,Male,White,1,4,3,Other,Rejection,,3.5,,,
Philosophical Quarterly,2015-04-06 04:00:00 UTC,Female,White,,,3,Tenure track faculty,Rejection,,0.7,,,
Utilitas,2015-04-06 04:00:00 UTC,Female,,1,4,5,Tenure track faculty,Acceptance,,3.5,,,
The Review of Symbolic Logic,2015-04-05 04:00:00 UTC,Male,White,1,4,5,Graduate student,Revise and resubmit,Acceptance,5.3,,,
Journal of Philosophy,2015-04-04 04:00:00 UTC,Male,"English, Bangladeshi",1,4,2,Non-tenure track faculty,Revise and resubmit,,23.0,,,
Philosophical Psychology,2015-04-03 04:00:00 UTC,Male,,2,5,1,Non-tenure track faculty,Revise and resubmit,Rejection,,,,
Erkenntnis,2015-04-02 04:00:00 UTC,Male,White,2,5,4,Tenure track faculty,Acceptance,,8.0,,,
Ethics,2015-04-02 04:00:00 UTC,Male,,,,5,Graduate student,Rejection,,2.0,,,
Journal of Aesthetics and Art Criticism,2015-04-02 04:00:00 UTC,Male,,2,2,4,Graduate student,Rejection,,3.0,,,
Journal of the History of Philosophy,2015-04-02 04:00:00 UTC,Male,,1,4,5,Tenure track faculty,Rejection,,0.25,,,
Legal Theory,2015-04-02 04:00:00 UTC,Male,,2,4,4,Graduate student,Revise and resubmit,Withdraw,11.0,,,
Nous,2015-04-02 04:00:00 UTC,Male,White,,,3,Tenure track faculty,Rejection,Rejection,1.5,,,
Philosophical Quarterly,2015-04-02 04:00:00 UTC,Male,,,,3,Graduate student,Rejection,,2.0,,,
Philosophical Quarterly,2015-04-02 04:00:00 UTC,Male,,,,3,Graduate student,Rejection,,0.5,,,
Philosophical Quarterly,2015-04-02 04:00:00 UTC,Male,White,1,3,5,Non-tenure track faculty,Rejection,,0.25,,,
Philosophical Review,2015-04-02 04:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,1.0,,,
Philosophical Studies,2015-04-02 04:00:00 UTC,Male,,1,1,2,Graduate student,Rejection,,1.0,,,
Continental Philosophy Review,2015-04-02 04:00:00 UTC,Male,White,2,3,4,Other,Revise and resubmit,Acceptance,4.0,,,
Philosophical Quarterly,2015-04-01 04:00:00 UTC,Female,White,,,3,Graduate student,Rejection,,0.5,,,
Australasian Journal of Philosophy,2015-03-31 04:00:00 UTC,Female,White,2,5,5,Non-tenure track faculty,Rejection,,3.25,,,
Australasian Journal of Philosophy,2015-03-31 04:00:00 UTC,Male,,2,2,3,Non-tenure track faculty,Rejection,,4.0,,,
Nous,2015-03-31 04:00:00 UTC,Male,,,,3,Non-tenure track faculty,Rejection,,1.0,,,
Canadian Journal of Philosophy,2015-03-31 04:00:00 UTC,,,2,5,3,Graduate student,Rejection,,2.5,,,
Journal of Philosophy,2015-03-31 04:00:00 UTC,Male,,1,1,2,Tenure track faculty,Rejection,,11.0,,,
Australasian Journal of Philosophy,2015-03-30 04:00:00 UTC,Male,,1,4,5,Non-tenure track faculty,Rejection,,1.0,,,
European Journal of Philosophy,2015-03-30 04:00:00 UTC,Female,,,,,Tenure track faculty,Rejection,,2.0,,,
History of Philosophy Quarterly,2015-03-30 04:00:00 UTC,Male,,2,5,4,Graduate student,Acceptance,,2.5,9.0,,
History of Philosophy Quarterly,2015-03-30 04:00:00 UTC,Male,,2,3,1,Non-tenure track faculty,Revise and resubmit,Rejection,8.0,,,
Pacific Philosophical Quarterly,2015-03-30 04:00:00 UTC,Male,,1,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,3.5,,,
Philosophical Studies,2015-03-30 04:00:00 UTC,Female,White,1,3,5,Tenure track faculty,Rejection,,1.4,,,
British Journal for the History of Philosophy,2015-03-28 04:00:00 UTC,Female,,2,2,4,Graduate student,Revise and resubmit,Rejection,3.0,,,
Ethics,2015-03-26 04:00:00 UTC,Female,White,2,,5,Tenure track faculty,Rejection,,3.5,,,
Journal of Philosophy,2015-03-26 04:00:00 UTC,Female,,2,5,5,Non-tenure track faculty,Acceptance,,8.0,,,
Journal of Consciousness Studies,2015-03-25 04:00:00 UTC,Male,,2,5,5,Graduate student,Rejection,,2.0,,,
Philosophical Studies,2015-03-25 04:00:00 UTC,Male,,1,3,4,Graduate student,Rejection,,9.0,,,
Philosophical Studies,2015-03-25 04:00:00 UTC,Male,,1,5,5,Graduate student,Revise and resubmit,Acceptance,,9.0,,
Sats – Nordic Journal of Philosophy,2015-03-25 04:00:00 UTC,Male,White,1,3,3,Graduate student,Conditional acceptance,,3.0,,,
Disputatio,2015-03-25 04:00:00 UTC,Male,,1,4,,Graduate student,Rejection,,0.36,,,
Journal of Philosophical Research,2015-03-25 04:00:00 UTC,Male,,1,4,5,Graduate student,Rejection,,6.0,,,
British Journal for the Philosophy of Science,2015-03-24 04:00:00 UTC,,,2,5,5,Non-tenure track faculty,Conditional acceptance,Acceptance,2.0,1.0,,
British Journal for the Philosophy of Science,2015-03-24 04:00:00 UTC,Male,,,,,Graduate student,Rejection,,0.5,,,
Ethical Theory and Moral Practice,2015-03-24 04:00:00 UTC,Male,,2,3,4,Non-tenure track faculty,Rejection,,4.0,,,
History of Philosophy Quarterly,2015-03-24 04:00:00 UTC,,,2,3,5,Tenure track faculty,Revise and resubmit,Acceptance,6.5,5.0,,
History of Philosophy Quarterly,2015-03-24 04:00:00 UTC,Male,,3,2,1,Tenured faculty,Rejection,,12.0,,,
Philosophical Quarterly,2015-03-24 04:00:00 UTC,Male,White,,4,4,Graduate student,Rejection,,1.0,,,
Social Theory and Practice,2015-03-24 04:00:00 UTC,Male,,2,5,5,Graduate student,Revise and resubmit,Acceptance,2.0,,,
Analysis,2015-03-24 04:00:00 UTC,Male,european,,,4,Graduate student,Rejection,,75.0,,,
Australasian Journal of Philosophy,2015-03-22 04:00:00 UTC,Male,White,1,2,5,Tenure track faculty,Rejection,,1.5,,,
International Journal of Philosophical Studies,2015-03-22 04:00:00 UTC,Male,,2,5,5,Non-tenure track faculty,Revise and resubmit,Acceptance,6.0,,,
Philosophical Papers,2015-03-22 04:00:00 UTC,Male,"Hispanic/Latina/Latino, White",2,5,5,Graduate student,Revise and resubmit,Rejection,2.75,,,
Philosophical Studies,2015-03-22 04:00:00 UTC,Female,White,2,4,3,Graduate student,Rejection,,5.0,,,
Australasian Journal of Philosophy,2015-03-21 04:00:00 UTC,Male,,1,3,3,Graduate student,Rejection,,1.5,,,
Australasian Journal of Philosophy,2015-03-21 04:00:00 UTC,Male,White,1,5,4,Non-tenure track faculty,Rejection,,3.9,,,
Journal of Applied Philosophy,2015-03-20 04:00:00 UTC,Male,,4,4,5,Tenured faculty,Revise and resubmit,Acceptance,3.0,,,
British Journal for the Philosophy of Science,2015-03-19 04:00:00 UTC,Male,,2,3,5,Graduate student,Rejection,,2.0,,,
International Journal of Philosophical Studies,2015-03-19 04:00:00 UTC,Female,,2,4,5,Graduate student,Revise and resubmit,Acceptance,4.0,,,
Philosophy of Science,2015-03-19 04:00:00 UTC,Male,,2,3,2,Tenured faculty,Revise and resubmit,Rejection,2.5,,,
Social Theory and Practice,2015-03-19 04:00:00 UTC,Male,White,2,5,5,Non-tenure track faculty,Revise and resubmit,Acceptance,,,,
Erkenntnis,2015-03-18 04:00:00 UTC,Male,,2,3,4,Other,Rejection,,5.0,,,
Cambridge Quarterly of Healthcare Ethics,2015-03-18 04:00:00 UTC,Male,,2,4,4,Tenured faculty,Rejection,,3.0,,,
Biology and Philosophy,2015-03-17 04:00:00 UTC,Male,,2,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,3.0,5.0,,
Philosophical Review,2015-03-17 04:00:00 UTC,Female,,1,2,4,Graduate student,Revise and resubmit,Rejection,2.0,,,
Philosophy and Public Affairs,2015-03-17 04:00:00 UTC,Male,,1,1,3,Non-tenure track faculty,Rejection,,1.0,,,
Philosophical Studies,2015-03-17 04:00:00 UTC,Male,,1,1,1,Non-tenure track faculty,Rejection,,6.0,,,
Philosophy and Phenomenological Research,2015-03-17 04:00:00 UTC,Male,,,,,Non-tenure track faculty,Rejection,,4.0,,,
History of Philosophy Quarterly,2015-03-16 04:00:00 UTC,Male,White,2,4,4,Non-tenure track faculty,Rejection,,5.0,,,
Philosophical Studies,2015-03-16 04:00:00 UTC,Female,,1,2,4,Non-tenure track faculty,Rejection,,4.0,,,
Synthese,2015-03-16 04:00:00 UTC,Male,,3,4,5,Tenure track faculty,Conditional acceptance,Acceptance,3.0,,,
Ancient Philosophy,2015-03-15 04:00:00 UTC,Male,White,1,3,3,Tenure track faculty,Rejection,,3.0,,,
Journal of Philosophy,2015-03-14 04:00:00 UTC,Female,White,1,4,,Tenure track faculty,Acceptance,,4.4,,,
Analysis,2015-03-13 04:00:00 UTC,Male,White,,,1,Other,Rejection,,0.4,,,
European Journal of Philosophy,2015-03-13 04:00:00 UTC,Male,,,,1,Tenure track faculty,Withdraw,,1.25,,,
Mind and Language,2015-03-13 04:00:00 UTC,Male,,,,5,Graduate student,Rejection,,0.5,,,
Philosophical Quarterly,2015-03-13 04:00:00 UTC,Female,,,,3,Tenured faculty,Rejection,,1.0,,,
Philosophical Quarterly,2015-03-13 04:00:00 UTC,Female,,,,3,Tenured faculty,Rejection,,1.0,,,
Philosophical Review,2015-03-13 04:00:00 UTC,Female,Asian,,,3,Non-tenure track faculty,Rejection,,1.0,,,
Philosophy and Public Affairs,2015-03-13 04:00:00 UTC,Female,Hispanic/Latina/Latino,,,,Non-tenure track faculty,Rejection,,2.0,,,
Philosophy and Phenomenological Research,2015-03-13 04:00:00 UTC,Female,,1,5,4,Non-tenure track faculty,Rejection,,2.0,,,
European Journal of Philosophy,2015-03-12 04:00:00 UTC,Male,White,1,4,1,Tenure track faculty,Rejection,,30.0,,,
Journal of Philosophy,2015-03-12 04:00:00 UTC,Male,,,,,Tenured faculty,Rejection,,5.0,,,
Nous,2015-03-12 04:00:00 UTC,Male,,2,4,5,Tenured faculty,Rejection,,3.0,,,
Philosophical Quarterly,2015-03-12 04:00:00 UTC,Male,,2,5,3,Graduate student,Rejection,,2.0,,,
Analysis,2015-03-11 04:00:00 UTC,Female,Asian,,,3,Graduate student,Rejection,,0.5,,,
Analysis,2015-03-11 04:00:00 UTC,Male,White,,,,Graduate student,Rejection,,0.75,,,
Ethics,2015-03-11 04:00:00 UTC,Male,White,2,5,5,Tenure track faculty,Revise and resubmit,,2.5,,,
"Politics, Philosophy, and Economics",2015-03-11 04:00:00 UTC,Male,,1,5,5,Tenure track faculty,Acceptance,,2.0,4.0,,
Australasian Journal of Philosophy,2015-03-10 04:00:00 UTC,Female,White,2,,3,Tenure track faculty,Rejection,,1.0,,,
International Journal for Philosophy of Religion,2015-03-10 04:00:00 UTC,Male,,1,5,5,Non-tenure track faculty,Revise and resubmit,Acceptance,2.0,1.0,,
Journal of the History of Philosophy,2015-03-10 04:00:00 UTC,Male,,1,4,5,Tenure track faculty,Rejection,,0.25,,,
Australasian Journal of Philosophy,2015-03-09 04:00:00 UTC,Male,White,1,4,4,Graduate student,Rejection,,1.8,,,
Ethics,2015-03-09 04:00:00 UTC,Male,White,,,4,Non-tenure track faculty,Rejection,,2.0,,,
Film and Philosophy,2015-03-09 04:00:00 UTC,Male,White,,,,Non-tenure track faculty,Rejection,,2.0,,,
Philosophical Studies,2015-03-09 04:00:00 UTC,Male,White,1,4,4,Graduate student,Rejection,,2.5,,,
Linguistics and Philosophy,2015-03-07 05:00:00 UTC,Female,,3,2,4,Graduate student,Revise and resubmit,Acceptance,24.0,1.0,,
Australasian Journal of Philosophy,2015-03-05 05:00:00 UTC,Female,White,1,2,,Tenure track faculty,Rejection,,0.25,,,
Australasian Journal of Philosophy,2015-03-05 05:00:00 UTC,Male,White,1,2,5,Graduate student,Rejection,,0.75,,,
Dialogue,2015-03-05 05:00:00 UTC,Male,,2,5,5,Tenured faculty,Conditional acceptance,Acceptance,1.25,,,
Philosophical Quarterly,2015-03-04 05:00:00 UTC,Male,,,,,Graduate student,Rejection,,,,,
Analysis,2015-03-04 05:00:00 UTC,Male,,,1,4,Graduate student,Rejection,,0.3,,,
Analysis,2015-03-04 05:00:00 UTC,Male,,,,3,Graduate student,Rejection,,1.0,,,
Canadian Journal of Philosophy,2015-03-04 05:00:00 UTC,Male,,,,,Graduate student,Rejection,,,,,
Mind and Language,2015-03-04 05:00:00 UTC,Female,,,,5,Graduate student,Rejection,,1.0,,,
Journal of Ethics & Social Philosophy,2015-03-03 05:00:00 UTC,Male,White,,,5,Non-tenure track faculty,Rejection,,0.25,,,
Journal of Philosophy,2015-03-03 05:00:00 UTC,Male,White,,,4,Tenure track faculty,Acceptance,,3.5,,,
Philosophical Quarterly,2015-03-03 05:00:00 UTC,Male,White,,,,Graduate student,Rejection,,0.5,,,
Journal of Aesthetics and Art Criticism,2015-03-02 05:00:00 UTC,Male,,2,3,4,Graduate student,Rejection,,1.0,,,
Biology and Philosophy,2015-02-28 05:00:00 UTC,Male,,2,3,1,Tenure track faculty,Revise and resubmit,,5.0,,,
Episteme: Journal of Social Epistemology,2015-02-27 05:00:00 UTC,Female,White,1,3,4,Non-tenure track faculty,Rejection,,6.3,,,
Continental Philosophy Review,2015-02-26 05:00:00 UTC,Male,,,1,1,Graduate student,Rejection,,8.0,,,
Philosophers’ Imprint,2015-02-24 05:00:00 UTC,Male,,,,3,Tenure track faculty,Rejection,,,,,
Law and Philosophy,2015-02-22 05:00:00 UTC,Male,,2,5,5,Tenured faculty,Revise and resubmit,Acceptance,2.75,1.0,,
Contemporary Aesthetics,2015-02-21 05:00:00 UTC,Male,,1,4,4,Graduate student,Rejection,,1.0,,,
Canadian Journal of Philosophy,2015-02-20 05:00:00 UTC,Male,White,2,4,3,Non-tenure track faculty,Rejection,,6.75,,,
Kennedy Institute of Ethics Journal,2015-02-20 05:00:00 UTC,Male,White,2,4,2,Graduate student,Revise and resubmit,,2.0,,,
History of Philosophy Quarterly,2015-02-19 05:00:00 UTC,Male,White,2,4,4,Non-tenure track faculty,Rejection,,5.0,,,
Philosophers’ Imprint,2015-02-19 05:00:00 UTC,Male,White,2,3,4,Non-tenure track faculty,Rejection,,3.0,,,
Philosophy and Phenomenological Research,2015-02-19 05:00:00 UTC,Male,White,,,3,Graduate student,Rejection,,2.5,,,
Journal of Applied Philosophy,2015-02-18 05:00:00 UTC,Male,White,2,5,5,Non-tenure track faculty,Revise and resubmit,Acceptance,,,,
Journal of Moral Philosophy,2015-02-18 05:00:00 UTC,Male,White,2,4,2,Non-tenure track faculty,Rejection,,9.5,,,
Monist,2015-02-18 05:00:00 UTC,Female,White,0,,5,Graduate student,Rejection,,3.0,,,
Nous,2015-02-18 05:00:00 UTC,Male,White,,1,2,Non-tenure track faculty,Rejection,,3.0,,,
Philosophical Studies,2015-02-18 05:00:00 UTC,Male,,,,2,Graduate student,Rejection,,0.8,,,
Mind,2015-02-17 05:00:00 UTC,Male,,2,2,3,Other,Rejection,,3.0,,,
Philosophical Investigations,2015-02-17 05:00:00 UTC,Male,,,,3,Tenured faculty,Rejection,,6.0,,,
Analysis,2015-02-16 05:00:00 UTC,,,,,4,Non-tenure track faculty,Rejection,,0.3,,,
Phenomenology and the Cognitive Sciences,2015-02-16 05:00:00 UTC,Male,,2,4,4,Non-tenure track faculty,Rejection,,1.25,,,
Philosophy and Phenomenological Research,2015-02-16 05:00:00 UTC,,,2,4,3,Non-tenure track faculty,Rejection,,3.75,,,
Journal of Philosophy,2015-02-15 05:00:00 UTC,Male,White,2,2,4,Graduate student,Acceptance,,12.0,,,
Philosophical Quarterly,2015-02-15 05:00:00 UTC,Male,,1,4,5,Other,Rejection,,6.0,,,
Synthese,2015-02-15 05:00:00 UTC,Male,,2,5,4,Tenure track faculty,Revise and resubmit,Acceptance,2.0,,,
Bioethics,2015-02-14 05:00:00 UTC,Male,White,2,2,,Graduate student,Rejection,,3.0,,,
Journal of Ethics & Social Philosophy,2015-02-14 05:00:00 UTC,Male,,2,4,3,Tenure track faculty,Rejection,,,,,
Apeiron,2015-02-12 05:00:00 UTC,,,1,5,5,Graduate student,Acceptance,,4.5,,,
American Philosophical Quarterly,2015-02-11 05:00:00 UTC,Male,,2,4,4,Graduate student,Revise and resubmit,Acceptance,4.0,,,
Philosophical Quarterly,2015-02-10 05:00:00 UTC,Male,White,2,4,4,Non-tenure track faculty,Rejection,,2.5,,,
British Journal for the History of Philosophy,2015-02-09 05:00:00 UTC,Male,White,1,,5,Non-tenure track faculty,Revise and resubmit,Acceptance,2.0,,,
Ethics,2015-02-09 05:00:00 UTC,Male,White,,,4,Non-tenure track faculty,Rejection,Rejection,2.0,,,
Australasian Journal of Philosophy,2015-02-08 05:00:00 UTC,Male,White,1,2,5,Tenured faculty,Rejection,,0.5,,,
Law and Philosophy,2015-02-08 05:00:00 UTC,Female,,2,4,3,Non-tenure track faculty,Rejection,,4.0,,,
Philosophical Studies,2015-02-08 05:00:00 UTC,Male,,,2,,Graduate student,Rejection,,0.5,,,
Philosophical Studies,2015-02-08 05:00:00 UTC,Female,Hispanic/Latina/Latino,1,2,3,Tenure track faculty,Rejection,,2.0,,,
British Journal for the History of Philosophy,2015-02-05 05:00:00 UTC,Male,,3,4,5,Graduate student,Revise and resubmit,,1.7,,,
Canadian Journal of Philosophy,2015-02-05 05:00:00 UTC,Male,White,1,3,1,Graduate student,Rejection,,8.0,,,
Journal of the History of Philosophy,2015-02-05 05:00:00 UTC,Male,White,,,4,Non-tenure track faculty,Rejection,,0.5,,,
Philosophical Quarterly,2015-02-04 05:00:00 UTC,Male,,1,1,3,Tenure track faculty,Rejection,,3.0,,,
Philosophical Studies,2015-02-04 05:00:00 UTC,Male,,,,3,Non-tenure track faculty,Acceptance,,4.0,,,
British Journal for the History of Philosophy,2015-02-03 05:00:00 UTC,Male,,3,4,5,Graduate student,Rejection,,4.0,,,
Philosophical Studies,2015-02-03 05:00:00 UTC,Male,White,1,4,5,Graduate student,Rejection,,0.3,,,
Philosophical Studies,2015-02-03 05:00:00 UTC,Male,,,,,Graduate student,Rejection,,2.3,,,
Mind and Language,2015-02-02 05:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,1.5,,,
Nous,2015-02-02 05:00:00 UTC,Male,White,2,1,2,Tenure track faculty,Rejection,,2.5,,,
Philosophical Studies,2015-02-02 05:00:00 UTC,Male,White,,,,Graduate student,Rejection,,1.75,,,
Nous,2015-02-01 05:00:00 UTC,Female,,2,4,5,Graduate student,Conditional acceptance,Acceptance,6.0,,,
Philosophia Mathematica,2015-02-01 05:00:00 UTC,Male,White,1,1,2,Graduate student,Revise and resubmit,Withdraw,5.0,,,
Phenomenology and the Cognitive Sciences,2015-01-31 05:00:00 UTC,Male,White,2,4,3,Non-tenure track faculty,Revise and resubmit,Acceptance,3.0,5.0,,
Ethics,2015-01-30 05:00:00 UTC,Female,White,,,,Graduate student,Rejection,,,,,
Journal of Political Philosophy,2015-01-29 05:00:00 UTC,Male,,,,,Graduate student,Rejection,,0.5,,,
Philosophical Review,2015-01-29 05:00:00 UTC,Male,,,1,3,Tenure track faculty,Rejection,,1.0,,,
Philosophy and Phenomenological Research,2015-01-29 05:00:00 UTC,Female,,,,,Graduate student,Rejection,,2.5,,,
Southern Journal of Philosophy,2015-01-28 05:00:00 UTC,Male,,,,3,Other,Rejection,,0.5,,,
Philosophical Quarterly,2015-01-27 05:00:00 UTC,Male,White,2,4,5,Graduate student,Rejection,,2.0,,,
Theoria,2015-01-27 05:00:00 UTC,Male,,3,2,3,Graduate student,Rejection,,4.0,,,
International Journal of Philosophical Studies,2015-01-27 05:00:00 UTC,Female,,5,,4,Graduate student,Revise and resubmit,,,,,
Pacific Philosophical Quarterly,2015-01-27 05:00:00 UTC,Male,,,,3,Graduate student,Rejection,,0.75,,,
Philosophical Quarterly,2015-01-27 05:00:00 UTC,Male,,1,1,4,Tenured faculty,Rejection,,0.5,,,
Journal of Moral Philosophy,2015-01-26 05:00:00 UTC,Female,White,,1,2,Tenured faculty,Rejection,,,,,
Journal of Philosophy,2015-01-25 05:00:00 UTC,Male,,1,2,3,Graduate student,Acceptance,,7.0,,,
Continental Philosophy Review,2015-01-22 05:00:00 UTC,Male,,,,2,Tenure track faculty,Rejection,,8.0,,,
Philosophers’ Imprint,2015-01-22 05:00:00 UTC,Male,White,,,3,Tenure track faculty,Rejection,,0.6,,,
Philosophia: Philosophical Quarterly of Israel,2015-01-22 05:00:00 UTC,Male,,2,3,4,Other,Acceptance,,1.0,4.0,,
Erkenntnis,2015-01-21 05:00:00 UTC,Male,,2,1,3,Other,Rejection,,4.0,,,
Grazer Philosophische Studien,2015-01-21 05:00:00 UTC,Male,,1,4,5,Graduate student,Conditional acceptance,Acceptance,8.0,13.0,,
Pacific Philosophical Quarterly,2015-01-21 05:00:00 UTC,Male,,1,1,4,Other,Rejection,,7.0,,,
Philosophical Quarterly,2015-01-21 05:00:00 UTC,Male,Asian,2,4,5,Graduate student,Rejection,,1.5,,,
Australasian Journal of Logic,2015-01-20 05:00:00 UTC,Male,White,1,3,4,Non-tenure track faculty,Revise and resubmit,,7.0,,,
Analysis,2015-01-20 05:00:00 UTC,Male,White,,,,Graduate student,Rejection,,5.0,,,
Erkenntnis,2015-01-20 05:00:00 UTC,Male,White,1,1,2,Graduate student,Rejection,,2.5,,,
Philosophical Investigations,2015-01-20 05:00:00 UTC,Male,Asian,,,5,Graduate student,Acceptance,,1.0,,,
British Journal for the History of Philosophy,2015-01-19 05:00:00 UTC,Male,,1,2,4,Tenure track faculty,Rejection,,3.0,,,
Religious Studies,2015-01-19 05:00:00 UTC,Male,,1,2,4,Graduate student,Revise and resubmit,Acceptance,3.0,,,
British Journal for the History of Philosophy,2015-01-18 05:00:00 UTC,Male,White,2,3,5,Tenure track faculty,Rejection,,1.5,,,
Erkenntnis,2015-01-18 05:00:00 UTC,Male,White,2,5,5,Non-tenure track faculty,Revise and resubmit,Acceptance,3.1,,,
Erkenntnis,2015-01-18 05:00:00 UTC,,,1,4,4,Graduate student,Rejection,,3.5,,,
Journal of the History of Philosophy,2015-01-18 05:00:00 UTC,Male,White,,,5,Tenure track faculty,Rejection,,0.5,,,
Legal Theory,2015-01-18 05:00:00 UTC,Male,,,,2,Non-tenure track faculty,Rejection,,3.0,,,
Philosophical Studies,2015-01-18 05:00:00 UTC,Male,White,,4,,Graduate student,Rejection,,1.5,,,
Australasian Journal of Philosophy,2015-01-17 05:00:00 UTC,Female,White,2,4,5,Graduate student,Rejection,Rejection,3.0,,,
British Journal for the Philosophy of Science,2015-01-17 05:00:00 UTC,Male,,,,,Graduate student,Rejection,,0.75,,,
Faith and Philosophy,2015-01-17 05:00:00 UTC,Male,,2,2,1,Tenure track faculty,Rejection,,10.0,,,
Social Theory and Practice,2015-01-17 05:00:00 UTC,,,1,4,5,Graduate student,Revise and resubmit,Acceptance,2.5,10.0,,
Nous,2015-01-16 05:00:00 UTC,Male,White,,,4,Graduate student,Rejection,,3.0,,,
Synthese,2015-01-16 05:00:00 UTC,Male,,2,5,5,Graduate student,Revise and resubmit,Acceptance,2.5,1.0,,
Synthese,2015-01-16 05:00:00 UTC,Male,White,3,4,5,Tenure track faculty,Revise and resubmit,Acceptance,7.0,0.5,,
Nous,2015-01-15 05:00:00 UTC,Male,,,,3,Graduate student,Rejection,,3.0,,,
Nous,2015-01-15 05:00:00 UTC,Female,White,,,,Graduate student,Rejection,,3.0,,,
Nous,2015-01-15 05:00:00 UTC,Male,White,,,5,Graduate student,Rejection,,1.8,,,
Mind,2015-01-14 05:00:00 UTC,Male,White,1,5,5,Other,Revise and resubmit,Rejection,3.0,,,
Nous,2015-01-14 05:00:00 UTC,Male,White,,,3,Non-tenure track faculty,Rejection,,3.0,,,
Nous,2015-01-14 05:00:00 UTC,Male,Asian,,,,Tenure track faculty,Rejection,,3.0,,,
Nous,2015-01-14 05:00:00 UTC,,,,,4,Graduate student,Rejection,,3.0,,,
Nous,2015-01-14 05:00:00 UTC,Male,White,,,,Graduate student,Rejection,,3.0,,,
Nous,2015-01-14 05:00:00 UTC,,,,,3,Other,Rejection,,3.0,,,
Nous,2015-01-14 05:00:00 UTC,Male,White,,,3,Tenured faculty,Rejection,,2.0,,,
Pacific Philosophical Quarterly,2015-01-14 05:00:00 UTC,Male,White,2,2,5,Tenure track faculty,Revise and resubmit,Acceptance,5.0,,,
Philosophy and Social Criticism,2015-01-14 05:00:00 UTC,Male,,1,4,4,Tenure track faculty,Rejection,,1.5,,,
Philosophy and Phenomenological Research,2015-01-14 05:00:00 UTC,Male,,,,2,Tenure track faculty,Rejection,,,,,
Philosophy and Phenomenological Research,2015-01-14 05:00:00 UTC,Female,,,,,Tenured faculty,Rejection,,3.0,,,
Philosophy and Phenomenological Research,2015-01-14 05:00:00 UTC,Female,,1,1,5,Tenure track faculty,Rejection,,0.5,,,
Ethical Theory and Moral Practice,2015-01-13 05:00:00 UTC,Male,,2,4,5,Tenure track faculty,Revise and resubmit,Acceptance,3.0,,,
International Journal for Philosophy of Religion,2015-01-13 05:00:00 UTC,Male,White,1,4,4,Non-tenure track faculty,Revise and resubmit,Acceptance,4.0,,,
Pacific Philosophical Quarterly,2015-01-13 05:00:00 UTC,,,1,4,5,Non-tenure track faculty,Conditional acceptance,Acceptance,4.0,,,
European Journal of Philosophy,2015-01-12 05:00:00 UTC,,,,,3,Graduate student,Rejection,,5.0,,,
Philosophical Review,2015-01-12 05:00:00 UTC,Male,White,,,3,Graduate student,Rejection,,1.0,,,
Philosophy and Phenomenological Research,2015-01-12 05:00:00 UTC,Male,,1,2,3,Non-tenure track faculty,Rejection,,1.0,,,
Phronesis,2015-01-12 05:00:00 UTC,Female,,1,1,4,Graduate student,Rejection,,2.0,,,
Journal of Aesthetics and Art Criticism,2015-01-11 05:00:00 UTC,Male,White,2,5,5,Graduate student,Revise and resubmit,,2.5,,,
Australasian Journal of Philosophy,2015-01-10 05:00:00 UTC,Male,,1,2,,Tenured faculty,Rejection,,3.0,,,
Canadian Journal of Philosophy,2015-01-10 05:00:00 UTC,Female,,2,,,Graduate student,Rejection,,7.5,,,
European Journal of Philosophy,2015-01-10 05:00:00 UTC,Male,,,,3,Other,Rejection,,5.0,,,
International Philosophical Quarterly,2015-01-10 05:00:00 UTC,Male,,2,3,5,Other,Revise and resubmit,,3.0,,,
International Philosophical Quarterly,2015-01-10 05:00:00 UTC,Male,,2,3,5,Other,Revise and resubmit,Acceptance,3.0,,,
Philosophy and Phenomenological Research,2015-01-10 05:00:00 UTC,Male,,,,,Non-tenure track faculty,Rejection,,2.0,,,
