"id","Journal_name","Create_date","Gender","Demographics","Comment_count","Comment_quality","Editor_experience","Professional_status","Verdict","Second_verdict","Response_time"
5477,"Philosophical Review","2013-02-08 05:00:00 UTC","Male","",0,"","3","Graduate student","Rejection","",2.0
5478,"Philosophical Studies","2013-02-07 05:00:00 UTC","Male","",1,"3","3","Graduate student","Rejection","",6.0
5479,"Politics, Philosophy & Economics","2013-02-07 05:00:00 UTC","Female","White",1,"4","4","Non-tenure track faculty","Rejection","",2.16
5480,"Social Theory and Practice","2013-02-07 05:00:00 UTC","Male","White",0,"","3","Non-tenure track faculty","Rejection","",0.07
5481,"Australasian Journal of Philosophy","2013-02-06 05:00:00 UTC","Male","White",1,"4","","Graduate student","Rejection","",1.0
5482,"Journal of the History of Philosophy","2013-02-06 05:00:00 UTC","Male","White",2,"3","5","Graduate student","Rejection","",3.5
5483,"Journal of the History of Philosophy","2013-02-06 05:00:00 UTC","Female","",2,"4","5","Tenure track faculty","Revise and resubmit","Rejection",2.0
5484,"Philosophical Studies","2013-02-06 05:00:00 UTC","Male","White",1,"2","4","Graduate student","Rejection","",1.5
5485,"Political Theory","2013-02-06 05:00:00 UTC","Male","White",2,"4","4","Tenure track faculty","Rejection","",4.5
5486,"European Journal of Philosophy","2013-02-05 05:00:00 UTC","Female","",1,"5","4","Tenured faculty","Rejection","",4.0
5487,"Journal of Ethics & Social Philosophy","2013-02-05 05:00:00 UTC","Male","White",0,"","3","Non-tenure track faculty","Rejection","",0.3
5488,"Philosophical Psychology","2013-02-05 05:00:00 UTC","Female","White",2,"4","5","Graduate student","Rejection","",3.0
5489,"European Journal of Philosophy","2013-02-04 05:00:00 UTC","Male","",0,"","2","Non-tenure track faculty","Rejection","",1.0
5491,"Philosophical Quarterly","2013-02-01 05:00:00 UTC","Male","",0,"","5","Tenure track faculty","Rejection","",0.3
5492,"Philosophy and Public Affairs","2013-02-01 05:00:00 UTC","Female","",0,"","","Non-tenure track faculty","Rejection","",2.0
5493,"Phronesis","2013-02-01 05:00:00 UTC","Male","",1,"4","5","Non-tenure track faculty","Revise and resubmit","Acceptance",2.75
5494,"Philosophical Quarterly","2013-01-31 05:00:00 UTC","Female","",1,"3","5","Graduate student","Rejection","",4.0
5495,"Philosophy and Phenomenological Research","2013-01-31 05:00:00 UTC","Male","",0,"","3","Tenured faculty","Rejection","",3.0
5496,"Theoria","2013-01-31 05:00:00 UTC","Male","",2,"3","4","Graduate student","Rejection","",3.0
5497,"Analysis","2013-01-30 05:00:00 UTC","Male","White",0,"","4","Graduate student","Rejection","",0.5
5498,"Ethics","2013-01-30 05:00:00 UTC","Female","",2,"4","5","Tenure track faculty","Revise and resubmit","Rejection",3.0
5499,"Nous","2013-01-29 05:00:00 UTC","","",0,"","3","Non-tenure track faculty","Rejection","",3.5
5501,"Philosophical Forum","2013-01-29 05:00:00 UTC","Male","",0,"","5","Non-tenure track faculty","Acceptance","",2.0
5502,"Journal of the History of Philosophy","2013-01-28 05:00:00 UTC","Male","White",2,"3","","Graduate student","Rejection","",2.5
5503,"Nous","2013-01-28 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",3.0
5504,"Nous","2013-01-28 05:00:00 UTC","Male","",0,"","2","Graduate student","Rejection","",3.5
5505,"Nous","2013-01-28 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",3.4
5506,"Nous","2013-01-28 05:00:00 UTC","Male","White",0,"","2","Graduate student","Rejection","",3.0
5507,"Philosophical Quarterly","2013-01-28 05:00:00 UTC","Male","White",0,"","4","Graduate student","Rejection","",0.25
5508,"Philosophy and Phenomenological Research","2013-01-28 05:00:00 UTC","Female","",0,"","1","Tenure track faculty","Rejection","",3.0
5509,"Theoria","2013-01-28 05:00:00 UTC","Male","White",2,"3","4","Non-tenure track faculty","Rejection","",5.5
5510,"Philosophical Studies","2013-01-27 05:00:00 UTC","Male","White",0,"","3","Non-tenure track faculty","Rejection","",0.55
5512,"American Philosophical Quarterly","2013-01-26 05:00:00 UTC","Male","",2,"4","","Graduate student","Rejection","",2.0
5514,"Inquiry","2013-01-26 05:00:00 UTC","Male","",1,"3","4","Graduate student","Rejection","",1.5
5515,"Journal of Philosophical Research","2013-01-25 05:00:00 UTC","Male","",2,"4","5","Tenured faculty","Revise and resubmit","Acceptance",3.0
5516,"Erkenntnis","2013-01-24 05:00:00 UTC","Male","White",2,"4","4","Tenure track faculty","Rejection","",4.0
5517,"European Journal of Philosophy","2013-01-24 05:00:00 UTC","","",0,"","3","Graduate student","Rejection","",2.0
5518,"Mind","2013-01-24 05:00:00 UTC","Female","White",2,"5","3","Other","Conditional acceptance","Acceptance",11.5
5519,"Philosophy and Phenomenological Research","2013-01-23 05:00:00 UTC","Male","",0,"","3","Graduate student","Rejection","",2.0
5520,"Review of Metaphysics","2013-01-23 05:00:00 UTC","Male","",0,"","3","Tenure track faculty","Rejection","",1.0
5523,"Journal of Philosophical Research","2013-01-23 05:00:00 UTC","Male","",2,"4","5","Tenure track faculty","Rejection","",2.25
5524,"Philosophy and Phenomenological Research","2013-01-22 05:00:00 UTC","Male","",0,"","3","Non-tenure track faculty","Rejection","",3.0
5525,"Synthese","2013-01-22 05:00:00 UTC","Male","Asian",2,"3","4","Tenure track faculty","Rejection","",2.0
5526,"Oxford Studies in Ancient Philosophy","2013-01-21 05:00:00 UTC","Male","White",1,"1","2","Non-tenure track faculty","Rejection","",3.0
5527,"Philosophical Studies","2013-01-21 05:00:00 UTC","Female","",1,"3","","Graduate student","Rejection","",2.0
5528,"Philosophy and Phenomenological Research","2013-01-21 05:00:00 UTC","Male","",0,"","","Non-tenure track faculty","Rejection","",3.0
5529,"Disputatio","2013-01-20 05:00:00 UTC","Male","",1,"4","4","Tenure track faculty","Revise and resubmit","Acceptance",4.0
5530,"Philosophical Papers","2013-01-20 05:00:00 UTC","","",1,"2","","Tenure track faculty","Rejection","",3.0
5531,"Philosophy and Phenomenological Research","2013-01-20 05:00:00 UTC","","",1,"2","","Tenure track faculty","Rejection","",3.0
5532,"Philosophy and Phenomenological Research","2013-01-20 05:00:00 UTC","Male","",0,"","","Graduate student","Rejection","",2.5
5533,"Sophia","2013-01-20 05:00:00 UTC","Male","",2,"2","3","Non-tenure track faculty","Rejection","",8.0
5534,"Philosophy and Phenomenological Research","2013-01-19 05:00:00 UTC","Male","",0,"","","Graduate student","Rejection","",2.5
5535,"Erkenntnis","2013-01-18 05:00:00 UTC","Male","",2,"4","5","Tenured faculty","Rejection","",6.0
5536,"Oxford Studies in Ancient Philosophy","2013-01-18 05:00:00 UTC","Male","White",0,"","4","Tenure track faculty","Rejection","",2.0
5537,"Australasian Journal of Philosophy","2013-01-17 05:00:00 UTC","Male","White",1,"1","3","Graduate student","Rejection","",0.8
5538,"Analysis","2013-01-17 05:00:00 UTC","Female","",0,"","3","Graduate student","Rejection","",0.4
5539,"Philosophers' Imprint","2013-01-17 05:00:00 UTC","Female","White",2,"2","5","Tenured faculty","Revise and resubmit","Acceptance",2.0
5540,"Philosophy and Phenomenological Research","2013-01-17 05:00:00 UTC","Male","",0,"","3","Graduate student","Rejection","",3.0
5541,"Journal of Ethics","2013-01-17 05:00:00 UTC","","",0,"","1","Graduate student","Rejection","",0.2
5542,"Philosophical Quarterly","2013-01-16 05:00:00 UTC","Male","White",2,"3","","Other","Rejection","",5.67
5543,"Philosophy and Public Affairs","2013-01-16 05:00:00 UTC","Male","",1,"1","4","Graduate student","Rejection","",1.0
5544,"Philosophy and Phenomenological Research","2013-01-16 05:00:00 UTC","Male","White",1,"3","3","Non-tenure track faculty","Rejection","",3.0
5545,"Synthese","2013-01-16 05:00:00 UTC","Male","",2,"5","4","Non-tenure track faculty","Revise and resubmit","Acceptance",6.0
5546,"Australasian Journal of Philosophy","2013-01-15 05:00:00 UTC","","",1,"3","5","Non-tenure track faculty","Rejection","",1.5
5547,"Analysis","2013-01-15 05:00:00 UTC","Male","White",0,"","5","Non-tenure track faculty","Rejection","",0.25
5549,"Journal of Philosophical Logic","2013-01-15 05:00:00 UTC","Male","White",2,"4","5","Non-tenure track faculty","Rejection","",2.0
5550,"Philosophical Quarterly","2013-01-15 05:00:00 UTC","Male","White",1,"2","5","Non-tenure track faculty","Rejection","",3.75
5551,"Philosophical Studies","2013-01-15 05:00:00 UTC","Male","White",1,"3","2","Tenure track faculty","Rejection","",4.0
5552,"Philosophical Studies","2013-01-15 05:00:00 UTC","Female","",1,"5","3","Other","Revise and resubmit","Acceptance",7.0
5553,"Phronesis","2013-01-15 05:00:00 UTC","Male","",1,"1","1","Tenure track faculty","Rejection","",8.0
5554,"Dialectica","2013-01-14 05:00:00 UTC","Male","White",5,"4","5","Non-tenure track faculty","Conditional acceptance","Acceptance",7.0
5556,"Journal of Philosophy","2013-01-14 05:00:00 UTC","Male","",1,"2","1","Tenured faculty","Rejection","",14.0
5557,"Philosophical Quarterly","2013-01-14 05:00:00 UTC","Male","",0,"","4","Graduate student","Rejection","",0.5
5558,"Philosophical Review","2013-01-14 05:00:00 UTC","Male","",0,"","3","Tenured faculty","Rejection","",3.0
5559,"Philosophical Studies","2013-01-14 05:00:00 UTC","Male","White",1,"5","5","Non-tenure track faculty","Rejection","",3.0
5560,"Philosophy and Social Criticism","2013-01-14 05:00:00 UTC","Female","",1,"1","1","Non-tenure track faculty","Rejection","",6.0
5561,"Philosophers' Imprint","2013-01-13 05:00:00 UTC","Female","White",2,"3","4","Tenure track faculty","Revise and resubmit","Rejection",3.0
5562,"Philosophical Review","2013-01-13 05:00:00 UTC","Female","White",2,"3","3","Tenure track faculty","Revise and resubmit","Rejection",9.0
5563,"Philosophical Review","2013-01-13 05:00:00 UTC","Female","",0,"","3","Tenured faculty","Rejection","",3.0
5564,"Social Theory and Practice","2013-01-13 05:00:00 UTC","Male","White",2,"3","4","Graduate student","Rejection","",2.5
5565,"Ethics","2013-01-11 05:00:00 UTC","Female","White",0,"","4","Non-tenure track faculty","Rejection","",0.25
5566,"Journal of Ethics & Social Philosophy","2013-01-11 05:00:00 UTC","Female","White",2,"1","3","Non-tenure track faculty","Rejection","",1.5
5568,"Journal of Moral Philosophy","2013-01-11 05:00:00 UTC","Female","White",0,"","4","Non-tenure track faculty","Rejection","",1.25
5569,"Journal of Moral Philosophy","2013-01-11 05:00:00 UTC","Female","White",0,"","4","Non-tenure track faculty","Rejection","",1.0
5570,"Journal of Political Philosophy","2013-01-11 05:00:00 UTC","Female","White",0,"","5","Non-tenure track faculty","Rejection","",0.25
5571,"Pacific Philosophical Quarterly","2013-01-11 05:00:00 UTC","Female","White",0,"","3","Non-tenure track faculty","Rejection","",1.5
5572,"Pacific Philosophical Quarterly","2013-01-11 05:00:00 UTC","Female","White",0,"","4","Non-tenure track faculty","Rejection","",1.0
5573,"Phenomenology and the Cognitive Sciences","2013-01-11 05:00:00 UTC","Male","",2,"4","3","Non-tenure track faculty","Rejection","",3.0
5575,"Philosophy and Public Affairs","2013-01-11 05:00:00 UTC","Female","White",0,"","5","Non-tenure track faculty","Rejection","",1.0
5576,"Philosophy and Phenomenological Research","2013-01-11 05:00:00 UTC","Male","",1,"5","5","Tenured faculty","Revise and resubmit","Acceptance",0.5
5577,"Journal of Ethics","2013-01-11 05:00:00 UTC","Female","White",0,"","4","Non-tenure track faculty","Rejection","",0.25
5578,"Journal of Ethics","2013-01-11 05:00:00 UTC","Female","White",0,"","4","Non-tenure track faculty","Rejection","",0.25
5579,"Journal of Ethics","2013-01-11 05:00:00 UTC","Female","White",0,"","4","Non-tenure track faculty","Rejection","",0.25
5580,"Southern Journal of Philosophy","2013-01-11 05:00:00 UTC","Female","White",2,"4","4","Non-tenure track faculty","Rejection","",1.75
5581,"Ethical Theory and Moral Practice","2013-01-10 05:00:00 UTC","Male","",2,"1","4","Graduate student","Rejection","",4.0
5582,"Journal of Medicine and Philosophy","2013-01-10 05:00:00 UTC","Male","White",2,"4","3","Graduate student","Revise and resubmit","Acceptance",3.0
5584,"Review of Philosophy and Psychology","2013-01-10 05:00:00 UTC","","",2,"5","4","Non-tenure track faculty","Revise and resubmit","",4.0
5585,"Australasian Journal of Philosophy","2013-01-10 05:00:00 UTC","Male","",3,"4","5","Non-tenure track faculty","Rejection","",7.0
5586,"Mind","2013-01-09 05:00:00 UTC","Female","",1,"5","5","Other","Rejection","",0.25
5587,"Oxford Studies in Ancient Philosophy","2013-01-09 05:00:00 UTC","","",1,"1","1","Non-tenure track faculty","Rejection","",3.0
5589,"Phronesis","2013-01-09 05:00:00 UTC","","",1,"3","3","Non-tenure track faculty","Rejection","",9.5
5590,"Phronesis","2013-01-09 05:00:00 UTC","Male","",1,"1","3","Tenured faculty","Rejection","",1.5
5591,"Synthese","2013-01-09 05:00:00 UTC","Male","",1,"5","3","Tenure track faculty","Revise and resubmit","Acceptance",3.0
5592,"American Philosophical Quarterly","2013-01-08 05:00:00 UTC","Female","",2,"4","4","Other","Rejection","",2.5
5593,"Dialectica","2013-01-08 05:00:00 UTC","Female","",3,"2","3","Other","Rejection","",2.0
5594,"Grazer Philosophische Studien","2013-01-08 05:00:00 UTC","Male","",1,"5","5","Graduate student","Conditional acceptance","",2.0
5595,"Journal of Moral Philosophy","2013-01-08 05:00:00 UTC","Male","",1,"2","3","Non-tenure track faculty","Rejection","",1.5
5596,"Philosophical Explorations","2013-01-08 05:00:00 UTC","Male","White",1,"4","4","Non-tenure track faculty","Rejection","",2.75
5597,"Journal of the History of Philosophy","2013-01-07 05:00:00 UTC","Male","",2,"3","5","Tenure track faculty","Revise and resubmit","Acceptance",4.0
5599,"Nous","2013-01-07 05:00:00 UTC","Female","White",1,"4","3","Tenure track faculty","Rejection","",9.0
5600,"Philosophical Studies","2013-01-07 05:00:00 UTC","Male","",1,"4","4","Tenured faculty","Rejection","",4.0
5601,"Philosophy and Phenomenological Research","2013-01-07 05:00:00 UTC","Male","",1,"4","5","Non-tenure track faculty","Revise and resubmit","Acceptance",0.25
5602,"Philosophy East and West","2013-01-07 05:00:00 UTC","Male","",2,"4","5","Tenure track faculty","Revise and resubmit","Acceptance",1.0
5603,"Social Theory and Practice","2013-01-07 05:00:00 UTC","Male","",0,"","5","Graduate student","Rejection","",0.25
5605,"Utilitas","2013-01-07 05:00:00 UTC","Male","",1,"3","5","Tenure track faculty","Revise and resubmit","Acceptance",3.0
5606,"The Review of Symbolic Logic","2013-01-07 05:00:00 UTC","Male","",2,"4","4","Tenure track faculty","Rejection","",11.0
5607,"Kant-Studien","2013-01-06 05:00:00 UTC","Male","",2,"2","2","Graduate student","Rejection","",14.0
5608,"Mind","2013-01-06 05:00:00 UTC","Female","",1,"5","1","Other","Rejection","",12.5
5610,"Logique et Analyse","2013-01-05 05:00:00 UTC","Male","",2,"3","4","Tenured faculty","Conditional acceptance","",6.0
5611,"Nous","2013-01-05 05:00:00 UTC","Male","",1,"4","","Non-tenure track faculty","Rejection","",1.0
5612,"Erkenntnis","2013-01-04 05:00:00 UTC","Male","White",1,"3","5","Graduate student","Rejection","",3.0
5613,"Ethical Theory and Moral Practice","2013-01-04 05:00:00 UTC","Male","",2,"3","3","Graduate student","Rejection","",4.7
5614,"Journal of Ethics & Social Philosophy","2013-01-04 05:00:00 UTC","Male","",0,"","","Tenure track faculty","Rejection","",0.5
5615,"Philosophical Studies","2013-01-04 05:00:00 UTC","Male","White",1,"5","","Non-tenure track faculty","Rejection","",4.25
5616,"Philosophical Studies","2013-01-04 05:00:00 UTC","Male","",1,"2","3","Graduate student","Rejection","",13.0
5617,"Ethical Theory and Moral Practice","2013-01-02 05:00:00 UTC","Male","",0,"","4","Graduate student","Rejection","",1.0
5618,"Mind","2012-12-31 05:00:00 UTC","Male","White",0,"","1","Other","Withdraw","",5.0
5620,"Monist","2012-12-31 05:00:00 UTC","Male","",1,"4","5","Non-tenure track faculty","Revise and resubmit","Acceptance",3.0
5621,"Pacific Philosophical Quarterly","2012-12-31 05:00:00 UTC","Male","",1,"2","3","Non-tenure track faculty","Rejection","",12.0
5622,"Pacific Philosophical Quarterly","2012-12-31 05:00:00 UTC","Male","",1,"1","1","Non-tenure track faculty","Conditional acceptance","Rejection",12.0
5623,"Philosophical Review","2012-12-31 05:00:00 UTC","Male","White",2,"3","3","Tenure track faculty","Rejection","",6.0
5624,"European Journal of Philosophy","2012-12-29 05:00:00 UTC","Male","",1,"3","3","Non-tenure track faculty","Rejection","",3.5
5625,"Nous","2012-12-29 05:00:00 UTC","Male","",1,"5","5","Graduate student","Revise and resubmit","Acceptance",0.3
5627,"Acta Analytica","2012-12-28 05:00:00 UTC","Male","",1,"5","5","Graduate student","Rejection","",2.8
5628,"Southern Journal of Philosophy","2012-12-28 05:00:00 UTC","Male","",2,"4","4","Tenure track faculty","Revise and resubmit","Rejection",2.0
5629,"Philosophical Studies","2012-12-27 05:00:00 UTC","Male","",0,"","2","Graduate student","Rejection","",1.0
5630,"Synthese","2012-12-27 05:00:00 UTC","Male","",2,"3","","Non-tenure track faculty","Rejection","",2.0
5632,"Journal of Applied Philosophy","2012-12-25 05:00:00 UTC","Male","",2,"4","4","Tenure track faculty","Revise and resubmit","Acceptance",6.0
5633,"British Journal for the Philosophy of Science","2012-12-23 05:00:00 UTC","","White",1,"4","3","Graduate student","Rejection","",2.5
5634,"Apeiron","2012-12-22 05:00:00 UTC","Male","",1,"","2","Graduate student","Conditional acceptance","",14.0
5635,"Australasian Journal of Philosophy","2012-12-22 05:00:00 UTC","Male","",1,"3","4","Graduate student","Rejection","",2.75
5636,"British Journal for the History of Philosophy","2012-12-22 05:00:00 UTC","Male","",2,"4","5","Graduate student","Rejection","",3.0
5637,"Ethics","2012-12-22 05:00:00 UTC","Male","",1,"2","2","Graduate student","Rejection","",6.5
5638,"Philosophy and Phenomenological Research","2012-12-22 05:00:00 UTC","Male","",1,"4","5","Graduate student","Rejection","",2.0
5639,"Analysis","2012-12-21 05:00:00 UTC","","",0,"","4","Graduate student","Rejection","",0.5
5640,"British Journal for the Philosophy of Science","2012-12-21 05:00:00 UTC","Female","",2,"4","4","Non-tenure track faculty","Revise and resubmit","Rejection",2.0
5641,"Ethics","2012-12-21 05:00:00 UTC","Male","",2,"1","","Tenure track faculty","Rejection","",2.5
5642,"Journal of Philosophical Research","2012-12-21 05:00:00 UTC","Male","",2,"5","5","Tenured faculty","Revise and resubmit","Acceptance",3.0
5643,"Philosophical Review","2012-12-21 05:00:00 UTC","Male","White",2,"4","3","Graduate student","Rejection","",6.0
5644,"Philosophia","2012-12-20 05:00:00 UTC","Male","",1,"3","5","Other","Rejection","",0.5
5645,"Phronesis","2012-12-20 05:00:00 UTC","","",1,"2","5","Tenure track faculty","Revise and resubmit","Rejection",3.0
5646,"Philosophical Quarterly","2012-12-18 05:00:00 UTC","Female","",1,"4","4","Non-tenure track faculty","Rejection","",2.5
5647,"Philosophical Studies","2012-12-18 05:00:00 UTC","Male","White",0,"","","Non-tenure track faculty","Rejection","",0.25
5648,"Southern Journal of Philosophy","2012-12-18 05:00:00 UTC","Male","Black",2,"5","5","Tenure track faculty","Conditional acceptance","Acceptance",1.5
5649,"British Journal for the History of Philosophy","2012-12-18 05:00:00 UTC","Male","Black",2,"5","5","Tenure track faculty","Revise and resubmit","Acceptance",1.0
5650,"Dialogue","2012-12-18 05:00:00 UTC","Male","Black",0,"","5","Tenure track faculty","Acceptance","",5.0
5651,"Ethics","2012-12-18 05:00:00 UTC","Male","Black",2,"5","5","Tenure track faculty","Acceptance","",6.0
5652,"Philosophers' Imprint","2012-12-18 05:00:00 UTC","Male","Asian",0,"","2","Non-tenure track faculty","Rejection","",2.5
5653,"Mind","2012-12-17 05:00:00 UTC","Female","",2,"5","4","Other","Revise and resubmit","Rejection",8.0
5654,"Philosophers' Imprint","2012-12-17 05:00:00 UTC","Female","",0,"","1","Non-tenure track faculty","Rejection","",2.33
5655,"Religious Studies","2012-12-17 05:00:00 UTC","Male","",1,"4","4","Tenure track faculty","Revise and resubmit","Acceptance",2.5
5656,"Ethics","2012-12-14 05:00:00 UTC","Male","White",1,"4","5","Tenured faculty","Rejection","",1.5
5657,"Mind","2012-12-13 05:00:00 UTC","Male","White",0,"","1","Other","Withdraw","",5.0
5658,"Philosophical Studies","2012-12-13 05:00:00 UTC","","Jewish, Israeli",1,"4","4","Non-tenure track faculty","Rejection","",3.0
5659,"Philosophy","2012-12-13 05:00:00 UTC","Male","",0,"","","Tenure track faculty","Rejection","",1.0
5660,"Journal of Moral Philosophy","2012-12-12 05:00:00 UTC","Male","White",1,"4","5","Tenure track faculty","Revise and resubmit","Acceptance",2.2
5661,"Journal of Moral Philosophy","2012-12-11 05:00:00 UTC","Male","",0,"","","Graduate student","Rejection","",0.5
5662,"Philosophical Quarterly","2012-12-11 05:00:00 UTC","Male","",1,"3","","Tenure track faculty","Rejection","",2.5
5663,"Philosophical Studies","2012-12-11 05:00:00 UTC","Male","",0,"","3","Non-tenure track faculty","Rejection","",2.0
5664,"Philosophical Studies","2012-12-11 05:00:00 UTC","Male","",0,"","","Tenure track faculty","Rejection","",1.0
5665,"Philosophy East and West","2012-12-11 05:00:00 UTC","Male","White",2,"3","5","Graduate student","Rejection","",2.25
5666,"Social Theory and Practice","2012-12-11 05:00:00 UTC","Male","White",2,"4","5","Other","Revise and resubmit","Acceptance",2.3
5667,"European Journal of Philosophy","2012-12-10 05:00:00 UTC","Male","",0,"","2","Graduate student","Rejection","",2.0
5668,"Journal of Aesthetics and Art Criticism","2012-12-06 05:00:00 UTC","Male","White",2,"5","5","Graduate student","Conditional acceptance","Acceptance",5.0
5669,"Philosophical Studies","2012-12-06 05:00:00 UTC","Male","",1,"1","2","Tenure track faculty","Rejection","",5.25
5670,"Bioethics","2012-12-05 05:00:00 UTC","Male","White",2,"1","3","Non-tenure track faculty","Rejection","",1.8
5671,"Erkenntnis","2012-12-05 05:00:00 UTC","Male","",2,"5","5","Tenure track faculty","Rejection","",3.0
5672,"Erkenntnis","2012-12-05 05:00:00 UTC","Male","",2,"5","5","Tenure track faculty","Rejection","",3.0
5673,"Kennedy Institute of Ethics Journal","2012-12-05 05:00:00 UTC","Female","",0,"","1","Other","Rejection","",12.0
5674,"Kennedy Institute of Ethics Journal","2012-12-05 05:00:00 UTC","Female","",0,"","1","Other","Rejection","",12.0
5675,"Mind","2012-12-05 05:00:00 UTC","Male","",2,"4","3","Other","Revise and resubmit","Rejection",24.0
5676,"Philosophers' Imprint","2012-12-05 05:00:00 UTC","Male","",0,"","2","Non-tenure track faculty","Rejection","",1.0
5678,"Acta Analytica","2012-12-04 05:00:00 UTC","Male","",1,"3","4","Tenured faculty","Revise and resubmit","Acceptance",6.0
5679,"Inquiry","2012-12-04 05:00:00 UTC","Male","",0,"","2","Non-tenure track faculty","Rejection","",6.0
5680,"Journal of Political Philosophy","2012-12-04 05:00:00 UTC","Male","",0,"","3","Non-tenure track faculty","Rejection","",0.25
5681,"Journal of Political Philosophy","2012-12-04 05:00:00 UTC","Male","",2,"3","3","Non-tenure track faculty","Revise and resubmit","Acceptance",2.0
5682,"Philosophia","2012-12-04 05:00:00 UTC","Male","",1,"1","3","Tenured faculty","Rejection","",2.0
5683,"Theoria","2012-12-04 05:00:00 UTC","","",1,"5","4","Non-tenure track faculty","Rejection","",5.5
5684,"Sophia","2012-12-03 05:00:00 UTC","Male","Asian",2,"3","2","Non-tenure track faculty","Revise and resubmit","Acceptance",14.0
5685,"European Journal of Philosophy","2012-12-02 05:00:00 UTC","Male","",0,"","","Graduate student","Rejection","",1.75
5686,"Journal of Applied Philosophy","2012-11-30 05:00:00 UTC","Female","non-native in English",2,"1","3","Tenure track faculty","Rejection","",5.0
5687,"Journal of Consciousness Studies","2012-11-30 05:00:00 UTC","Male","",1,"1","3","Non-tenure track faculty","Rejection","",1.0
5688,"Southern Journal of Philosophy","2012-11-29 05:00:00 UTC","Male","",2,"5","5","Graduate student","Rejection","",1.0
5689,"Journal of Ethics","2012-11-27 05:00:00 UTC","Male","",0,"","3","Non-tenure track faculty","Rejection","",0.5
5690,"British Journal for the History of Philosophy","2012-11-26 05:00:00 UTC","Male","",2,"3","3","Tenure track faculty","Rejection","",3.5
5691,"Mind","2012-11-25 05:00:00 UTC","Male","",1,"4","3","Other","Revise and resubmit","Rejection",6.0
5692,"International Philosophical Quarterly","2012-11-24 05:00:00 UTC","Male","",0,"","1","Tenure track faculty","Rejection","",6.0
5693,"Analysis","2012-11-23 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",0.5
5694,"European Journal of Philosophy","2012-11-23 05:00:00 UTC","Female","",1,"2","3","Tenure track faculty","Rejection","",2.5
5695,"Journal of Moral Philosophy","2012-11-23 05:00:00 UTC","Male","White",1,"4","4","Graduate student","Rejection","",4.5
5696,"Philosophers' Imprint","2012-11-23 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",1.0
5697,"Philosophical Quarterly","2012-11-23 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",1.0
5698,"Philosophical Psychology","2012-11-23 05:00:00 UTC","Male","White",3,"3","","Graduate student","Rejection","",4.75
5699,"Philosophical Studies","2012-11-22 05:00:00 UTC","Female","",0,"","5","Graduate student","Rejection","",1.5
5700,"Acta Analytica","2012-11-21 05:00:00 UTC","Male","",1,"1","1","Graduate student","Rejection","",2.7
5701,"Analysis","2012-11-21 05:00:00 UTC","Female","",0,"","3","Graduate student","Rejection","",0.4
5702,"Ethics","2012-11-21 05:00:00 UTC","","",0,"","4","Tenure track faculty","Rejection","",0.75
5703,"Journal of Political Philosophy","2012-11-21 05:00:00 UTC","Female","White",0,"","2","Non-tenure track faculty","Rejection","",0.03
5704,"Philosophical Papers","2012-11-20 05:00:00 UTC","Male","",1,"4","5","Non-tenure track faculty","Rejection","",3.0
5706,"Acta Analytica","2012-11-19 05:00:00 UTC","Male","",1,"2","","Other","Rejection","",0.8
5707,"Analysis","2012-11-19 05:00:00 UTC","Male","White",0,"","","Other","Rejection","",0.67
5708,"Canadian Journal of Philosophy","2012-11-19 05:00:00 UTC","Male","White",2,"3","3","Other","Revise and resubmit","Rejection",7.5
5709,"European Journal of Philosophy","2012-11-19 05:00:00 UTC","Male","",1,"5","3","Tenure track faculty","Rejection","",3.0
5710,"Philosophical Studies","2012-11-19 05:00:00 UTC","Male","White",1,"4","","Other","Revise and resubmit","Acceptance",8.0
5711,"Philosophy and Phenomenological Research","2012-11-19 05:00:00 UTC","Male","White",1,"4","","Other","Revise and resubmit","Acceptance",3.0
5712,"Southern Journal of Philosophy","2012-11-18 05:00:00 UTC","Male","",2,"5","5","Other","Rejection","",3.0
5713,"Australasian Journal of Philosophy","2012-11-18 05:00:00 UTC","Male","",1,"3","","Other","Rejection","",2.0
5714,"Analysis","2012-11-18 05:00:00 UTC","Male","",0,"","","Other","Rejection","",0.67
5715,"Philosophers' Imprint","2012-11-18 05:00:00 UTC","Male","",0,"","","Other","Rejection","",0.75
5716,"Ratio","2012-11-17 05:00:00 UTC","Male","",0,"","","Graduate student","Rejection","",2.0
5717,"International Journal of Philosophical Studies","2012-11-16 05:00:00 UTC","Male","",2,"1","2","Non-tenure track faculty","Revise and resubmit","Rejection",6.0
5718,"Mind","2012-11-16 05:00:00 UTC","Female","",2,"5","3","Other","Revise and resubmit","Acceptance",7.5
5719,"Philosophical Quarterly","2012-11-16 05:00:00 UTC","Female","",2,"5","5","Tenure track faculty","Revise and resubmit","Acceptance",4.0
5720,"Acta Analytica","2012-11-15 05:00:00 UTC","Male","",1,"4","4","Graduate student","Rejection","",3.0
5721,"Dialectica","2012-11-15 05:00:00 UTC","Male","",0,"","3","Tenure track faculty","Rejection","",1.25
5722,"Ethics","2012-11-15 05:00:00 UTC","Male","",1,"2","4","Non-tenure track faculty","Rejection","",1.0
